debugzNLi4:debugbRj7V,0,1467620809825,"{""phase"": ""mysqlsaver""}"
debugzNLi4:debugbRj7V,1,1467620809967,"{""phase"": ""debug-flag"", ""isrespdebugrun"": 1, ""isdebugrun"": 1, ""istimedebugrun"": 1}"
debugzNLi4:debugbRj7V,2,1467620809967,"{""phase"": ""setup-experiment"", ""tblocks"": [-1, 2, 2, 2, 2, 2], ""mycounterbalance"": 1, ""tarkey"": ""f"", ""mycondition"": 1}"
debugzNLi4:debugbRj7V,3,1467620809967,"{""phase"": ""setup-cpt"", ""cptTTprac"": [4, 1, 1, 1], ""cptTT"": [4, 1, 1, 1]}"
debugzNLi4:debugbRj7V,4,1467620809967,"{""phase"": ""setup-nbs"", ""nbsTARprac"": 2, ""nbsNONTARprac"": 2, ""nbsNONTAR"": 2, ""nbsTAR"": 2}"
debugzNLi4:debugbRj7V,5,1467620809967,"{""nbrTARprac"": 2, ""resetdelaypretrial"": 25, ""nbrTAR"": 2, ""nbrTARtoNONTARratio"": 2, ""resetdelaytext"": 25, ""nbrNONTAR"": 2, ""phase"": ""setup-nbr"", ""nbrNONTARprac"": 2}"
debugzNLi4:debugbRj7V,6,1467620809976,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/base-inst-f.html""], ""action"": ""Begin""}"
debugzNLi4:debugbRj7V,7,1467620813799,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 3819, ""action"": ""FinishInstructions"", ""template"": ""instructions/base-inst-f.html""}"
debugzNLi4:debugbRj7V,8,1467620813809,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/cpt-inst-f.html"", ""instructions/inst-prac.html""], ""action"": ""Begin""}"
debugzNLi4:debugbRj7V,9,1467620814853,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1040, ""action"": ""NextPage"", ""template"": ""instructions/cpt-inst-f.html""}"
debugzNLi4:debugbRj7V,10,1467620816365,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 1510, ""action"": ""FinishInstructions"", ""template"": ""instructions/inst-prac.html""}"
debugzNLi4:debugbRj7V,11,1467620816405,"{""task"": ""CPT"", ""letterID2"": [1, 1, 1, 1, 1, 13, 18], ""letterID1"": [0, 23, 0, 0, 0, 21, 0], ""stimID"": [1, 3, 1, 1, 1, 4, 2], ""phase"": ""blocksetup"", ""curtaskindex"": 1, ""block"": -1}"
debugzNLi4:debugbRj7V,12,1467620816436,"[""CPT"", ""prac"", 5, 1, 1, -1, 1, 1, ""A"", 0, 1, ""nontarget"", 0, 16, 1, 711]"
debugzNLi4:debugbRj7V,13,1467620816467,"[""CPT"", ""prac"", 5, 1, 1, -1, 1, 2, ""X"", 1, 1, ""target"", 1, 15, 1, 287]"
debugzNLi4:debugbRj7V,14,1467620816498,"[""CPT"", ""prac"", 5, 1, 1, -1, 2, 1, ""Z"", 23, 3, ""nontarget"", 0, 15, 1, 569]"
debugzNLi4:debugbRj7V,15,1467620816528,"[""CPT"", ""prac"", 5, 1, 1, -1, 2, 2, ""X"", 1, 3, ""target"", 1, 15, 0, 462]"
debugzNLi4:debugbRj7V,16,1467620816559,"[""CPT"", ""prac"", 5, 1, 1, -1, 3, 1, ""A"", 0, 1, ""target"", 1, 16, 0, 444]"
debugzNLi4:debugbRj7V,17,1467620816589,"[""CPT"", ""prac"", 5, 1, 1, -1, 3, 2, ""X"", 1, 1, ""nontarget"", 0, 15, 0, 283]"
debugzNLi4:debugbRj7V,18,1467620816620,"[""CPT"", ""prac"", 5, 1, 1, -1, 4, 1, ""A"", 0, 1, ""target"", 1, 15, 0, 566]"
debugzNLi4:debugbRj7V,19,1467620816651,"[""CPT"", ""prac"", 5, 1, 1, -1, 4, 2, ""X"", 1, 1, ""nontarget"", 0, 15, 0, 490]"
debugzNLi4:debugbRj7V,20,1467620816681,"[""CPT"", ""prac"", 5, 1, 1, -1, 5, 1, ""A"", 0, 1, ""nontarget"", 0, 15, 1, 419]"
